"","site","plot","plot_number","canopy_coverage","vegtation_cover","needle_depth","needle_coverage","organic_layer_depth","tree_density","tree_species_richness","plant_species_richness","organic_content_10cm","organic_content_25cm","survey","soil_percent_water_10cm","soil_salinity_ppt_10cm","soil_percent_water_25cm","soil_salinity_ppt_25cm","julian_date","plot_mushroom_richness","block"
"28","2","1","4",0.75,0.7,4,0.9,5.08,0.02,1,7,0.0150743057461781,0.00326996623162749,"7",6.77290836653382,1.41764705882354,4.47154471544725,0.952727272727253,263,3,1
"29","2","2","5",0.4875,0.4,4.5,1,2.16666666666667,0.05,1,5,0.00651896747724524,0.00624855824682811,"1",8.03212851405623,1,NA,NA,180,0,1
"30","2","2","5",0.4875,0.4,4.5,1,2.16666666666667,0.05,1,5,0.00651896747724524,0.00624855824682811,"2",5.60000000000002,2.67857142857142,NA,NA,187,0,1
"31","2","2","5",0.4875,0.4,4.5,1,2.16666666666667,0.05,1,5,0.00651896747724524,0.00624855824682811,"3",1.59362549800799,4.39249999999994,1.58730158730161,2.65999999999996,193,0,1
"32","2","2","5",0.4875,0.4,4.5,1,2.16666666666667,0.05,1,5,0.00651896747724524,0.00624855824682811,"4",2.40963855421684,3.3466666666667,3.18725099601587,1.27000000000003,200,0,1
"33","2","2","5",0.4875,0.4,4.5,1,2.16666666666667,0.05,1,5,0.00651896747724524,0.00624855824682811,"5",3.20000000000004,2.49999999999996,2,1.888,210,3,1
"34","2","2","5",0.4875,0.4,4.5,1,2.16666666666667,0.05,1,5,0.00651896747724524,0.00624855824682811,"6",2.39043824701193,3.3466666666667,2.74509803921564,1.02000000000002,215,1,1
"35","2","2","5",0.4875,0.4,4.5,1,2.16666666666667,0.05,1,5,0.00651896747724524,0.00624855824682811,"7",8.43373493975901,1.44571428571429,4,1.39,263,1,1
"36","2","3","6",0.4375,0.75,4.5,0.95,3,0.01,1,7,0.0292735042735044,0.00402099786018876,"1",5.22088353413659,1.54461538461537,NA,NA,180,0,1
"37","2","3","6",0.4375,0.75,4.5,0.95,3,0.01,1,7,0.0292735042735044,0.00402099786018876,"2",4.39999999999998,2.04545454545456,NA,NA,187,0,1
"38","2","3","6",0.4375,0.75,4.5,0.95,3,0.01,1,7,0.0292735042735044,0.00402099786018876,"3",5.57768924302791,1.07142857142857,5.22088353413648,0.97692307692309,193,0,1
"39","2","3","6",0.4375,0.75,4.5,0.95,3,0.01,1,7,0.0292735042735044,0.00402099786018876,"4",5.5776892430278,1.42857142857145,4.78087649402386,0.420000000000004,200,2,1
"40","2","3","6",0.4375,0.75,4.5,0.95,3,0.01,1,7,0.0292735042735044,0.00402099786018876,"5",9.60000000000002,0.726249999999998,4.9180327868852,0.672500000000006,210,5,1
"41","2","3","6",0.4375,0.75,4.5,0.95,3,0.01,1,7,0.0292735042735044,0.00402099786018876,"6",11.2,1.51178571428571,5.07812500000005,0.588461538461533,215,0,1
"42","2","3","6",0.4375,0.75,4.5,0.95,3,0.01,1,7,0.0292735042735044,0.00402099786018876,"7",11.9521912350598,1.88466666666667,4.0650406504065,1.004,263,6,1
"43","3","1","7",0.875,0.6,4.75,1,3.81,0.12,1,7,0.0193570536828963,0.00487165945388094,"1",10.3585657370519,1.34076923076922,NA,NA,180,0,1
"44","3","1","7",0.875,0.6,4.75,1,3.81,0.12,1,7,0.0193570536828963,0.00487165945388094,"2",4.80000000000007,4.81083333333327,NA,NA,187,0,1
"45","3","1","7",0.875,0.6,4.75,1,3.81,0.12,1,7,0.0193570536828963,0.00487165945388094,"3",5.97609561752988,1,4.43548387096772,0.711818181818186,193,1,1
"46","3","1","7",0.875,0.6,4.75,1,3.81,0.12,1,7,0.0193570536828963,0.00487165945388094,"4",6,1,3.90625,0.774,200,0,1
"47","3","1","7",0.875,0.6,4.75,1,3.81,0.12,1,7,0.0193570536828963,0.00487165945388094,"5",7.19999999999993,0.972222222222232,3.71900826446283,0.816666666666662,210,1,1
"48","3","1","7",0.875,0.6,4.75,1,3.81,0.12,1,7,0.0193570536828963,0.00487165945388094,"6",7.22891566265054,2.08333333333335,3.58565737051795,0.799999999999995,215,1,1
"49","3","1","7",0.875,0.6,4.75,1,3.81,0.12,1,7,0.0193570536828963,0.00487165945388094,"7",11.2,1.34464285714285,7.69230769230772,0.530526315789472,263,0,1
"50","3","2","8",0.725,0.15,3,0.85,1.46666666666667,0.04,2,8,0.00508427661961157,0.00310490187829209,"1",1.59362549800788,3.12500000000018,NA,NA,180,0,1
"51","3","2","8",0.725,0.15,3,0.85,1.46666666666667,0.04,2,8,0.00508427661961157,0.00310490187829209,"2",3.60000000000002,2.2311111111111,NA,NA,187,0,1
"52","3","2","8",0.725,0.15,3,0.85,1.46666666666667,0.04,2,8,0.00508427661961157,0.00310490187829209,"3",5.57768924302791,0.535714285714284,4.3478260869565,0.470909090909093,193,0,1
"53","3","2","8",0.725,0.15,3,0.85,1.46666666666667,0.04,2,8,0.00508427661961157,0.00310490187829209,"4",1.99203187250996,2,1.58730158730161,1.24999999999998,200,0,1
"54","3","2","8",0.725,0.15,3,0.85,1.46666666666667,0.04,2,8,0.00508427661961157,0.00310490187829209,"5",4.81927710843369,0.630000000000006,4.25531914893617,0.263,210,3,1
"55","3","2","8",0.725,0.15,3,0.85,1.46666666666667,0.04,2,8,0.00508427661961157,0.00310490187829209,"6",2.39043824701193,1.67333333333335,2.42914979757083,0.461666666666671,215,0,1
"56","3","2","8",0.725,0.15,3,0.85,1.46666666666667,0.04,2,8,0.00508427661961157,0.00310490187829209,"7",1.98412698412698,1.944,4.45344129554654,0.880000000000005,263,4,1
"57","3","3","9",0.7375,0.25,5.25,0.9,0.833666666666667,0.05,1,7,0.00798055078517708,0.00638092394819816,"1",3.20000000000005,1.88249999999997,NA,NA,180,0,1
"58","3","3","9",0.7375,0.25,5.25,0.9,0.833666666666667,0.05,1,7,0.00798055078517708,0.00638092394819816,"2",4.79999999999995,2.70833333333336,NA,NA,187,0,1
"59","3","3","9",0.7375,0.25,5.25,0.9,0.833666666666667,0.05,1,7,0.00798055078517708,0.00638092394819816,"3",4.39999999999998,0.909090909090914,1.98412698412698,2.916,193,0,1
"60","3","3","9",0.7375,0.25,5.25,0.9,0.833666666666667,0.05,1,7,0.00798055078517708,0.00638092394819816,"4",2.7888446215139,5.37857142857152,2.40963855421684,1.66000000000002,200,2,1
"61","3","3","9",0.7375,0.25,5.25,0.9,0.833666666666667,0.05,1,7,0.00798055078517708,0.00638092394819816,"5",3.19999999999993,4.07875000000009,3.42205323193919,1.44999999999999,210,3,1
"62","3","3","9",0.7375,0.25,5.25,0.9,0.833666666666667,0.05,1,7,0.00798055078517708,0.00638092394819816,"6",3.60000000000002,1.67333333333332,2.40963855421684,1.23000000000001,215,1,1
"63","3","3","9",0.7375,0.25,5.25,0.9,0.833666666666667,0.05,1,7,0.00798055078517708,0.00638092394819816,"7",2.41935483870977,2.96333333333322,2.82258064516124,2.09142857142861,263,1,1
"64","4","1","10",0.935,0.1,2.875,0.4,9.56733333333333,0.01,1,9,0.164464925755248,0.027838678411935,"1",49.800796812749,1.2048,NA,NA,180,0,2
"65","4","1","10",0.935,0.1,2.875,0.4,9.56733333333333,0.01,1,9,0.164464925755248,0.027838678411935,"2",59.5744680851063,2.38839285714286,NA,NA,187,2,2
"66","4","1","10",0.935,0.1,2.875,0.4,9.56733333333333,0.01,1,9,0.164464925755248,0.027838678411935,"3",31.3253012048192,1.37820512820513,24.2424242424242,1.44000000000001,193,2,2
"67","4","1","10",0.935,0.1,2.875,0.4,9.56733333333333,0.01,1,9,0.164464925755248,0.027838678411935,"4",28.8000000000001,1.38888888888889,10.4000000000001,0.667692307692302,200,5,2
"68","4","1","10",0.935,0.1,2.875,0.4,9.56733333333333,0.01,1,9,0.164464925755248,0.027838678411935,"5",29.5999999999999,1.25,9.48616600790516,1.15041666666666,210,2,2
"69","4","1","10",0.935,0.1,2.875,0.4,9.56733333333333,0.01,1,9,0.164464925755248,0.027838678411935,"6",31.8725099601594,2.34375,15.1394422310757,0.644210526315788,215,4,2
"70","4","1","10",0.935,0.1,2.875,0.4,9.56733333333333,0.01,1,9,0.164464925755248,0.027838678411935,"7",52.8,1.2325,19.6078431372549,1.2384,263,6,2
"71","4","2","11",0.6625,0.3,6.625,0.9,6.01133333333333,0.14,1,10,0.0653970713874154,0.0176040979297849,"1",54.4,0.955882352941177,NA,NA,180,0,2
"72","4","2","11",0.6625,0.3,6.625,0.9,6.01133333333333,0.14,1,10,0.0653970713874154,0.0176040979297849,"2",43.0278884462152,0.952870370370369,NA,NA,187,0,2
"73","4","2","11",0.6625,0.3,6.625,0.9,6.01133333333333,0.14,1,10,0.0653970713874154,0.0176040979297849,"3",32.8,1.15853658536586,16.7330677290836,1.24285714285715,193,1,2
"74","4","2","11",0.6625,0.3,6.625,0.9,6.01133333333333,0.14,1,10,0.0653970713874154,0.0176040979297849,"4",22.4,1.70321428571429,9.19540229885059,0.914999999999998,200,4,2
"75","4","2","11",0.6625,0.3,6.625,0.9,6.01133333333333,0.14,1,10,0.0653970713874154,0.0176040979297849,"5",51.6129032258065,1.06770833333333,42.3280423280423,0.738875,210,0,2
"76","4","2","11",0.6625,0.3,6.625,0.9,6.01133333333333,0.14,1,10,0.0653970713874154,0.0176040979297849,"6",9.63855421686738,1.88250000000002,8.8353413654618,0.545454545454548,215,1,2
"77","4","2","11",0.6625,0.3,6.625,0.9,6.01133333333333,0.14,1,10,0.0653970713874154,0.0176040979297849,"7",30.8000000000001,1.05558441558441,11.787072243346,1.27483870967742,263,8,2
"78","4","3","12",0.785,0.1,3.875,0.2,1.5,0.09,1,8,0.0775017095965353,0.018359033788896,"1",14.4,2.15277777777778,NA,NA,180,1,2
"79","4","3","12",0.785,0.1,3.875,0.2,1.5,0.09,1,8,0.0775017095965353,0.018359033788896,"2",11.2,2.6892857142857,NA,NA,187,1,2
"80","4","3","12",0.785,0.1,3.875,0.2,1.5,0.09,1,8,0.0775017095965353,0.018359033788896,"3",25.8964143426295,1.38461538461538,10.4,1.73076923076923,193,0,2
"81","4","3","12",0.785,0.1,3.875,0.2,1.5,0.09,1,8,0.0775017095965353,0.018359033788896,"4",14.8,1.68918918918919,6.07287449392712,1.892,200,1,2
"82","4","3","12",0.785,0.1,3.875,0.2,1.5,0.09,1,8,0.0775017095965353,0.018359033788896,"5",11.6,2.67241379310344,5.90551181102362,2.002,210,2,2
"83","4","3","12",0.785,0.1,3.875,0.2,1.5,0.09,1,8,0.0775017095965353,0.018359033788896,"6",9.20000000000005,2.82608695652173,5.17928286852583,1.01538461538463,215,1,2
"84","4","3","12",0.785,0.1,3.875,0.2,1.5,0.09,1,8,0.0775017095965353,0.018359033788896,"7",16.8,1.92000000000001,7.96812749003984,1.664,263,7,2
"85","5","1","13",0.835,0.3,5.625,0.5,11.5993333333333,0.05,3,8,0.183625955310409,0.0224008440884868,"1",30.8755760368664,2.06044776119402,NA,NA,180,0,2
"86","5","1","13",0.835,0.3,5.625,0.5,11.5993333333333,0.05,3,8,0.183625955310409,0.0224008440884868,"2",33.6099585062241,1.60493827160493,NA,NA,187,0,2
"87","5","1","13",0.835,0.3,5.625,0.5,11.5993333333333,0.05,3,8,0.183625955310409,0.0224008440884868,"3",14.8,2.23864864864866,6.91056910569112,2.04235294117645,193,0,2
"88","5","1","13",0.835,0.3,5.625,0.5,11.5993333333333,0.05,3,8,0.183625955310409,0.0224008440884868,"4",26.2948207171316,1.74242424242424,8.59375000000006,1.23499999999999,200,0,2
"89","5","1","13",0.835,0.3,5.625,0.5,11.5993333333333,0.05,3,8,0.183625955310409,0.0224008440884868,"5",16.3346613545818,2.2560975609756,5.88235294117647,1.464,210,0,2
"90","5","1","13",0.835,0.3,5.625,0.5,11.5993333333333,0.05,3,8,0.183625955310409,0.0224008440884868,"6",17.1999999999999,3.01116279069769,4,1.416,215,2,2
"91","5","1","13",0.835,0.3,5.625,0.5,11.5993333333333,0.05,3,8,0.183625955310409,0.0224008440884868,"7",9.67741935483873,2.59374999999999,5.30612244897964,2.06461538461537,263,6,2
"92","5","2","14",0.6625,0.2,4.625,0.7,10.4986666666667,0.07,4,10,0.123825858435172,0.0245470007827827,"1",24.3027888446215,1.19327868852459,NA,NA,180,0,2
"93","5","2","14",0.6625,0.2,4.625,0.7,10.4986666666667,0.07,4,10,0.123825858435172,0.0245470007827827,"2",40,1.59574468085106,NA,NA,187,0,2
"94","5","2","14",0.6625,0.2,4.625,0.7,10.4986666666667,0.07,4,10,0.123825858435172,0.0245470007827827,"3",11.6,2.67241379310344,7.90513833992094,1.452,193,0,2
"95","5","2","14",0.6625,0.2,4.625,0.7,10.4986666666667,0.07,4,10,0.123825858435172,0.0245470007827827,"4",16,2.75,10.5263157894737,0.965384615384618,200,0,2
"96","5","2","14",0.6625,0.2,4.625,0.7,10.4986666666667,0.07,4,10,0.123825858435172,0.0245470007827827,"5",10,1.8072,5.40540540540543,2.64999999999999,210,0,2
"97","5","2","14",0.6625,0.2,4.625,0.7,10.4986666666667,0.07,4,10,0.123825858435172,0.0245470007827827,"6",10.7569721115537,1.48148148148149,9.34959349593489,0.970434782608703,215,1,2
"98","5","2","14",0.6625,0.2,4.625,0.7,10.4986666666667,0.07,4,10,0.123825858435172,0.0245470007827827,"7",14,1.17485714285714,7.89473684210531,1.55999999999999,263,3,2
"99","5","3","15",0.8125,0.1,4.25,0.6,8.83333333333333,0.11,3,7,0.0862868696479544,0.0208154418680735,"1",29.2929292929293,1.76724137931034,NA,NA,180,0,2
"100","5","3","15",0.8125,0.1,4.25,0.6,8.83333333333333,0.11,3,7,0.0862868696479544,0.0208154418680735,"2",30.4932735426008,2.54691176470589,NA,NA,187,0,2
"101","5","3","15",0.8125,0.1,4.25,0.6,8.83333333333333,0.11,3,7,0.0862868696479544,0.0208154418680735,"3",11.5999999999999,0.775862068965523,8.76494023904378,2.58227272727274,193,0,2
"102","5","3","15",0.8125,0.1,4.25,0.6,8.83333333333333,0.11,3,7,0.0862868696479544,0.0208154418680735,"4",30.6772908366533,1.68831168831169,4.41767068273101,2.71636363636358,200,0,2
"103","5","3","15",0.8125,0.1,4.25,0.6,8.83333333333333,0.11,3,7,0.0862868696479544,0.0208154418680735,"5",35.6643356643357,1.72254901960784,15.6378600823046,1.51684210526315,210,1,2
"104","5","3","15",0.8125,0.1,4.25,0.6,8.83333333333333,0.11,3,7,0.0862868696479544,0.0208154418680735,"6",9.20000000000004,2.17391304347825,6.34920634920633,1.95000000000001,215,1,2
"105","5","3","15",0.8125,0.1,4.25,0.6,8.83333333333333,0.11,3,7,0.0862868696479544,0.0208154418680735,"7",46.6346153846153,0.891340206185568,7.06319702602232,1.41263157894736,263,1,2
"106","6","1","16",0.85,0.2,4.875,0.8,2.794,0.09,2,8,0.0245905195097044,0.00809285505552309,"1",12.0481927710843,1.16666666666667,NA,NA,180,0,2
"107","6","1","16",0.85,0.2,4.875,0.8,2.794,0.09,2,8,0.0245905195097044,0.00809285505552309,"2",11.1999999999999,2.67857142857144,NA,NA,187,0,2
"108","6","1","16",0.85,0.2,4.875,0.8,2.794,0.09,2,8,0.0245905195097044,0.00809285505552309,"3",11.9521912350598,1.16666666666667,7.56972111553776,0.895263157894748,193,1,2
"109","6","1","16",0.85,0.2,4.875,0.8,2.794,0.09,2,8,0.0245905195097044,0.00809285505552309,"4",5.17928286852594,1.73076923076922,5.83657587548638,0.672,200,0,2
"110","6","1","16",0.85,0.2,4.875,0.8,2.794,0.09,2,8,0.0245905195097044,0.00809285505552309,"5",9.92063492063492,0.7968,5.97609561752988,0.836666666666667,210,2,2
"111","6","1","16",0.85,0.2,4.875,0.8,2.794,0.09,2,8,0.0245905195097044,0.00809285505552309,"6",6.79999999999996,3.67647058823532,5.59999999999991,1.14000000000002,215,2,2
"112","6","1","16",0.85,0.2,4.875,0.8,2.794,0.09,2,8,0.0245905195097044,0.00809285505552309,"7",6.39999999999998,2.77875000000001,7.72200772200772,1.463,263,7,2
"113","6","2","17",0.675,0.3,4.75,0.7,7.19666666666667,0.05,2,10,0.0229042658956097,0.0128682798161872,"1",4.01606425702811,3,NA,NA,180,0,2
"114","6","2","17",0.675,0.3,4.75,0.7,7.19666666666667,0.05,2,10,0.0229042658956097,0.0128682798161872,"2",18.8,1.92255319148937,NA,NA,187,0,2
"115","6","2","17",0.675,0.3,4.75,0.7,7.19666666666667,0.05,2,10,0.0229042658956097,0.0128682798161872,"3",8,1.004,3.65853658536588,2.00666666666665,193,0,2
"116","6","2","17",0.675,0.3,4.75,0.7,7.19666666666667,0.05,2,10,0.0229042658956097,0.0128682798161872,"4",5.60000000000002,2.32142857142856,5.22088353413648,0.965384615384628,200,1,2
"117","6","2","17",0.675,0.3,4.75,0.7,7.19666666666667,0.05,2,10,0.0229042658956097,0.0128682798161872,"5",5.17928286852583,1.35692307692309,4.3478260869565,0.952727272727278,210,3,2
"118","6","2","17",0.675,0.3,4.75,0.7,7.19666666666667,0.05,2,10,0.0229042658956097,0.0128682798161872,"6",9.19999999999994,2.3913043478261,8.46774193548385,1.16190476190477,215,1,2
"119","6","2","17",0.675,0.3,4.75,0.7,7.19666666666667,0.05,2,10,0.0229042658956097,0.0128682798161872,"7",7.14285714285719,1.35555555555555,6.1302681992338,0.937499999999987,263,4,2
"120","6","3","18",0.7,0.3,5.125,0.9,2.5,0.05,1,4,0.0176440181045589,0.00721730419953694,"1",8.79999999999995,1.70454545454546,NA,NA,180,0,2
"121","6","3","18",0.7,0.3,5.125,0.9,2.5,0.05,1,4,0.0176440181045589,0.00721730419953694,"2",7.60000000000002,1.58526315789473,NA,NA,187,0,2
"122","6","3","18",0.7,0.3,5.125,0.9,2.5,0.05,1,4,0.0176440181045589,0.00721730419953694,"3",4,1.75,3.95256916996048,1.518,193,0,2
"123","6","3","18",0.7,0.3,5.125,0.9,2.5,0.05,1,4,0.0176440181045589,0.00721730419953694,"4",4.79999999999995,2.91666666666669,5.57768924302791,1.24,200,0,2
"124","6","3","18",0.7,0.3,5.125,0.9,2.5,0.05,1,4,0.0176440181045589,0.00721730419953694,"5",5.57768924302791,1.60071428571428,2.88808664259932,3.65999999999995,210,5,2
"125","6","3","18",0.7,0.3,5.125,0.9,2.5,0.05,1,4,0.0176440181045589,0.00721730419953694,"6",4.79999999999995,3.55583333333337,5.20000000000005,1.52615384615383,215,2,2
"126","6","3","18",0.7,0.3,5.125,0.9,2.5,0.05,1,4,0.0176440181045589,0.00721730419953694,"7",5.97609561752988,1.19,5.72519083969466,1.15733333333333,263,2,2
